userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-1104750-1329,Male,24,20 - 29,School,Roads,Dissatisfied,Water,,Electricity,Sanitation,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4875252-415,Male,39,30 - 39,School,School,Satisfied,School,School,Water,Water,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5394370-719,Male,31,30 - 39,Roads,Electricity,Dissatisfied,School,School,Roads,Roads,Daily,Yes,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-5362021-110,Male,29,20 - 29,Sanitation,Sanitation,Dissatisfied,Water,Sanitation,School,Sanitation,Daily,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7670086-419,Male,28,20 - 29,Roads,Sanitation,Dissatisfied,Roads,,Water,Water,Less than once a month,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-6048495-387,Male,18,10 - 19,School,School,Satisfied,School,School,School,School,Daily,Yes,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-6601051-844,Male,41,40 - 49,Roads,Health clinic,Dissatisfied,Sanitation,School,Health clinic,School,Daily,Yes,Once a month,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-6148566-1177,Male,30,30 - 39,School,Sanitation,Dissatisfied,School,Sanitation,Water,Roads,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4741924-1102,Female,20,20 - 29,,Health clinic,Neutral,Roads,Water,Electricity,Sanitation,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3875616-854,Male,55,50+,Electricity,School,Satisfied,Health clinic,Health clinic,Water,Water,Once a week,No,Once a week,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-7904350-1351,Male,33,30 - 39,Water,Water,Satisfied,School,Water,Water,Water,Daily,Yes,Once a week,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-2356771-217,Female,22,20 - 29,Electricity,Sanitation,Dissatisfied,Roads,,Electricity,Electricity,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9481142-1801,Female,16,10 - 19,School,Health clinic,Neutral,School,School,Health clinic,Health clinic,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7282797-1831,Male,25,20 - 29,School,Water,Dissatisfied,Sanitation,Electricity,Electricity,School,,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6611740-193,Male,61,50+,Water,School,Dissatisfied,Health clinic,Electricity,Electricity,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4688570-1155,Male,31,30 - 39,Roads,Roads,Satisfied,Electricity,Electricity,School,School,Once a week,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9447344-442,Male,26,20 - 29,School,School,Dissatisfied,Water,Water,Water,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5737340-577,Male,27,20 - 29,Roads,Health clinic,Dissatisfied,Water,Sanitation,Sanitation,Electricity,Daily,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9672467-842,Male,27,20 - 29,Health clinic,Health clinic,Dissatisfied,Health clinic,Electricity,Health clinic,Sanitation,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8683837-714,Male,50,50+,Electricity,Sanitation,Dissatisfied,School,Electricity,Health clinic,Health clinic,Less than once a month,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9434915-175,Male,34,30 - 39,Electricity,Electricity,Dissatisfied,Electricity,Roads,Sanitation,Electricity,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3271942-656,Male,21,20 - 29,Electricity,Health clinic,Dissatisfied,Water,,Water,Roads,Less than once a month,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2182100-1516,Male,29,20 - 29,Electricity,Roads,Neutral,School,Health clinic,Electricity,Electricity,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8357197-687,Female,24,20 - 29,School,Sanitation,Dissatisfied,Health clinic,Health clinic,Electricity,Sanitation,Daily,Yes,Once a year,29.79437,1.368523,Democratic Republic of Congo,Ituri,Oriental,Komanda
user-drc-6951776-278,Male,23,20 - 29,Electricity,Electricity,Satisfied,Electricity,Electricity,Electricity,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9189733-1666,Female,33,30 - 39,School,School,Neutral,School,School,Water,Health clinic,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2183018-1632,Male,35,30 - 39,Roads,School,Dissatisfied,Health clinic,Sanitation,Sanitation,Sanitation,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3800352-1403,Male,27,20 - 29,Electricity,School,Dissatisfied,School,Sanitation,Electricity,Water,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7923758-1381,Female,21,20 - 29,School,Health clinic,Neutral,Water,Roads,Roads,Electricity,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3278246-1441,Male,45,40 - 49,Electricity,Electricity,Dissatisfied,Water,Sanitation,School,Roads,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4022381-1493,Male,43,40 - 49,Roads,Roads,Dissatisfied,Roads,Sanitation,Roads,Sanitation,Daily,Yes,Once a week,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9048608-696,Female,27,20 - 29,School,Electricity,Dissatisfied,School,Water,Water,Water,Less than once a month,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7019384-1327,Male,27,20 - 29,Roads,Roads,Neutral,Roads,Electricity,Water,Water,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8105658-1461,Male,20,20 - 29,School,Electricity,Dissatisfied,Roads,Water,School,School,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9851993-808,Male,19,10 - 19,School,Health clinic,Neutral,School,School,School,School,Daily,Yes,Once a week,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-2835298-1305,Male,22,20 - 29,Roads,School,Dissatisfied,School,Health clinic,School,School,Once a week,Yes,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-9209373-535,Male,32,30 - 39,Water,Sanitation,Neutral,School,Health clinic,Sanitation,School,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-7727328-1739,Male,42,40 - 49,School,Sanitation,Dissatisfied,,Electricity,Electricity,Electricity,Less than once a month,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-5293874-728,Male,44,40 - 49,Roads,Health clinic,Neutral,Sanitation,Roads,Roads,Roads,Less than once a month,Yes,Once a year,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8231912-1334,Female,26,20 - 29,School,School,Neutral,School,Health clinic,School,School,Once a week,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-5099324-573,Male,30,30 - 39,School,Electricity,Dissatisfied,Roads,Water,Water,Roads,Less than once a month,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2162716-755,Male,28,20 - 29,School,Electricity,Dissatisfied,Health clinic,Water,Health clinic,Health clinic,Daily,Yes,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-4994583-1559,Male,60,50+,Water,Electricity,Dissatisfied,School,School,School,School,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2043154-461,Male,19,10 - 19,School,Health clinic,Satisfied,School,Health clinic,Electricity,School,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-2407864-340,Male,26,20 - 29,School,School,Neutral,School,Sanitation,Sanitation,Sanitation,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-9409162-504,Female,36,30 - 39,School,Sanitation,Satisfied,Health clinic,,Sanitation,Health clinic,Once a week,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8903074-12,Female,40,40 - 49,Roads,Electricity,Neutral,Roads,Electricity,Water,Sanitation,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7376370-352,Male,22,20 - 29,Electricity,Health clinic,Dissatisfied,Water,Electricity,Roads,School,Once a week,No,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-3953965-248,Male,19,10 - 19,Electricity,Roads,Neutral,Health clinic,Health clinic,Health clinic,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8808248-524,Male,25,20 - 29,School,Sanitation,Dissatisfied,Health clinic,Water,Water,Water,Once a week,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2326825-323,Female,52,50+,Water,Health clinic,Neutral,School,Electricity,Roads,Health clinic,Daily,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1807888-721,Male,26,20 - 29,Electricity,Health clinic,Dissatisfied,Water,Electricity,Sanitation,Health clinic,Daily,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-6316047-1743,Male,54,50+,School,Health clinic,Dissatisfied,Electricity,Roads,Roads,Roads,Daily,Yes,Once a week,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-4930956-326,Female,20,20 - 29,School,School,Dissatisfied,Water,School,Water,Water,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4193148-1447,Male,26,20 - 29,Health clinic,School,Neutral,Health clinic,Electricity,Health clinic,Health clinic,Less than once a month,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9480104-1222,Male,38,30 - 39,Sanitation,Electricity,Dissatisfied,School,Roads,Roads,Water,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2024978-635,Female,32,30 - 39,Sanitation,Sanitation,Dissatisfied,Sanitation,Sanitation,Sanitation,Sanitation,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2259028-1788,Male,23,20 - 29,School,,Satisfied,School,Health clinic,Health clinic,School,Daily,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-9259622-633,Male,30,30 - 39,School,Health clinic,Neutral,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7358436-1807,Male,14,10 - 19,School,Health clinic,Neutral,School,Health clinic,Electricity,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9447351-1800,Male,21,20 - 29,School,Health clinic,Neutral,Electricity,Water,Roads,Water,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7008159-957,Female,30,30 - 39,Health clinic,Health clinic,Satisfied,Health clinic,Roads,Health clinic,Electricity,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-6068356-749,Male,36,30 - 39,Roads,Roads,Dissatisfied,Roads,School,Sanitation,School,Once a week,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-6463972-388,Female,33,30 - 39,Water,Electricity,Dissatisfied,Roads,Water,Water,Water,Once a week,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3148586-545,Male,21,20 - 29,Water,Water,Neutral,Health clinic,Sanitation,Sanitation,Water,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8698264-1431,Male,36,30 - 39,Health clinic,Electricity,Dissatisfied,Health clinic,Water,Water,Electricity,Once a week,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2326358-45,Male,57,50+,Roads,Roads,Dissatisfied,School,Electricity,Water,Roads,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2583993-437,Male,21,20 - 29,School,Roads,Dissatisfied,School,Roads,Roads,Roads,Daily,No,Once a year,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-1155580-64,Male,49,40 - 49,Roads,Health clinic,Satisfied,School,Health clinic,Roads,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2113809-578,Female,34,30 - 39,Sanitation,Sanitation,Satisfied,Health clinic,Roads,Water,Roads,Less than once a month,No,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1732569-155,Female,21,20 - 29,Health clinic,School,Satisfied,Health clinic,Water,School,School,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9442231-1073,Male,43,40 - 49,School,School,Dissatisfied,Water,School,Water,Sanitation,Once a week,No,Once a week,21.85686,-5.320547,Democratic Republic of Congo,Mwamba Mbuyi,Kasai Occidental,Mwamba-mbuyi
user-drc-9192002-337,Female,23,20 - 29,School,Roads,Satisfied,Sanitation,Roads,Health clinic,Electricity,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7387311-921,Male,53,50+,Sanitation,Health clinic,Dissatisfied,Water,Electricity,Electricity,Sanitation,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7539060-219,Male,42,40 - 49,Water,Electricity,Dissatisfied,Water,Sanitation,Electricity,Electricity,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9640624-1137,Male,19,10 - 19,Roads,Sanitation,Neutral,Roads,School,Roads,Roads,Daily,Yes,Once a year,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-3304963-1254,Male,43,40 - 49,School,Electricity,Dissatisfied,Health clinic,Electricity,Electricity,Roads,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8823458-671,Male,45,40 - 49,Sanitation,School,Satisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4067437-596,Female,25,20 - 29,School,Sanitation,Satisfied,Water,Electricity,Health clinic,Electricity,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2587467-1531,Male,23,20 - 29,School,Roads,Satisfied,Health clinic,Water,Health clinic,Roads,,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6171918-995,Male,49,40 - 49,Health clinic,Electricity,Dissatisfied,School,Water,Water,School,Less than once a month,Yes,Once a week,25.74569,-5.383454,Democratic Republic of Congo,Lomami,Kasai Oriental,Lubao
user-drc-6813012-301,Male,52,50+,Water,School,Neutral,Roads,Sanitation,Electricity,Sanitation,Daily,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7256355-956,Male,22,20 - 29,School,Health clinic,Neutral,School,Health clinic,Roads,Electricity,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1305162-1063,Male,25,20 - 29,School,Sanitation,Satisfied,Sanitation,Sanitation,Sanitation,Sanitation,Daily,Yes,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-4890969-795,Male,25,20 - 29,School,School,Neutral,Electricity,Roads,School,Sanitation,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-2980070-1317,Male,26,20 - 29,School,School,Dissatisfied,Roads,Water,Water,School,Less than once a month,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3896654-279,Male,28,20 - 29,Electricity,Electricity,Neutral,Health clinic,Electricity,Health clinic,Health clinic,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-6640626-1316,Female,44,40 - 49,Roads,Roads,Neutral,School,Roads,Roads,School,Once a week,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-6045645-1694,Female,31,30 - 39,Health clinic,School,Neutral,School,School,Roads,School,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2718804-1596,Female,38,30 - 39,Roads,School,Neutral,Water,Electricity,Sanitation,Sanitation,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2937024-8,Female,46,40 - 49,School,School,Satisfied,School,Electricity,Electricity,School,Once a week,Yes,,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7840969-810,Male,26,20 - 29,School,Sanitation,Dissatisfied,School,School,School,School,Daily,Yes,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-2318120-1795,Male,36,30 - 39,School,Health clinic,Neutral,Electricity,Roads,Roads,Roads,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8190674-862,Female,25,20 - 29,School,,Dissatisfied,Water,Sanitation,Health clinic,Roads,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2049216-349,Male,28,20 - 29,Electricity,Sanitation,Dissatisfied,School,Electricity,Roads,Electricity,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6786600-154,Male,30,30 - 39,Roads,Health clinic,Dissatisfied,School,Electricity,Roads,School,Once a week,Yes,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-7923411-846,Male,38,30 - 39,Roads,School,Satisfied,Roads,Roads,Sanitation,School,Daily,No,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-1531518-685,Male,33,30 - 39,Electricity,Health clinic,Dissatisfied,Roads,Electricity,Health clinic,Roads,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5595296-128,Male,56,50+,Water,Sanitation,Dissatisfied,Health clinic,Electricity,Roads,Roads,Daily,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
